task_id,dataset_name,split_name,method,status,error,explained_index,explained_order,n_features_transformed,n_train_fit,n_val,n_test,n_classes,true_label_encoded,pred_label_encoded,target_label_encoded,pred_target_probability,runtime_seconds,attr_l1_norm,evidence,lambda_hyb,exactness_residual,p0,deletion_auc,deletion_drop_auc,insertion_auc,combined_score,test_accuracy,test_balanced_accuracy,test_log_loss
167125,Internet-Advertisements,openml_repeat0_fold0_sample0,diff_fpde,ok,,2,0,3113,2360,591,328,2,0,0,0,0.871201563190889,0.05512650599999347,22.076163833809552,10.765340751642526,,1.4210854715202004e-14,0.871201563190889,0.07134585484103248,0.7998557083498565,0.927414791416441,0.8636352498831488,0.9695121951219512,0.9094973789700894,0.13058930362312018
167125,Internet-Advertisements,openml_repeat0_fold0_sample0,cos_fpde,ok,,2,0,3113,2360,591,328,2,0,0,0,0.871201563190889,0.050975157999999965,1.063913931255043,0.6959587739913354,,-1.1102230246251565e-16,0.871201563190889,0.07134585484103248,0.7998557083498565,0.927414791416441,0.8636352498831488,0.9695121951219512,0.9094973789700894,0.13058930362312018
167125,Internet-Advertisements,openml_repeat0_fold0_sample0,hyb_fpde_grid,ok,,2,0,3113,2360,591,328,2,0,0,0,0.871201563190889,0.07890985500000625,1.0,0.5875478826808944,0.4,-2.220446049250313e-16,0.871201563190889,0.07134585484103248,0.7998557083498565,0.927414791416441,0.8636352498831488,0.9695121951219512,0.9094973789700894,0.13058930362312018
167125,Internet-Advertisements,openml_repeat0_fold0_sample0,shap,ok,,2,0,3113,2360,591,328,2,0,0,0,0.871201563190889,0.1872319599999912,8.500203157470681,,,,0.871201563190889,0.8566609949395017,0.014540568251387387,0.18147927825703697,0.09800992325421218,0.9695121951219512,0.9094973789700894,0.13058930362312018
167125,Internet-Advertisements,openml_repeat0_fold0_sample0,lime,ok,,2,0,3113,2360,591,328,2,0,0,0,0.871201563190889,0.6627921930000014,2.912104142640593,,,,0.871201563190889,0.6835901418586001,0.18761142133228892,0.820309923753608,0.5039606725429484,0.9695121951219512,0.9094973789700894,0.13058930362312018
167125,Internet-Advertisements,openml_repeat0_fold0_sample0,aime,ok,,2,0,3113,2360,591,328,2,0,0,0,0.871201563190889,0.0808371900000111,44.33233147324601,,,,0.871201563190889,0.07593413909149822,0.7952674240993908,0.927414791416441,0.8613411077579158,0.9695121951219512,0.9094973789700894,0.13058930362312018
167125,Internet-Advertisements,openml_repeat0_fold0_sample0,diff_fpde,ok,,5,1,3113,2360,591,328,2,0,1,1,0.9891783444801995,0.04644604800000707,9.341891683823896,7.98221384369514,,-1.7763568394002505e-15,0.9891783444801995,0.7563936091913963,0.23278473528880317,0.9885515665800158,0.6106681509344094,0.9695121951219512,0.9094973789700894,0.13058930362312018
167125,Internet-Advertisements,openml_repeat0_fold0_sample0,cos_fpde,ok,,5,1,3113,2360,591,328,2,0,1,1,0.9891783444801995,0.045894012999980305,0.34430590678309725,0.22795196175061946,,3.3306690738754696e-16,0.9891783444801995,0.7546469837822589,0.23453136069794056,0.98919608367254,0.6118637221852403,0.9695121951219512,0.9094973789700894,0.13058930362312018
167125,Internet-Advertisements,openml_repeat0_fold0_sample0,hyb_fpde_grid,ok,,5,1,3113,2360,591,328,2,0,1,1,0.9891783444801995,0.0798397049999835,1.0,0.7390188590743354,0.4,1.1102230246251565e-16,0.9891783444801995,0.7572583586371744,0.2319199858430251,0.9889929941289535,0.6104564899859892,0.9695121951219512,0.9094973789700894,0.13058930362312018
167125,Internet-Advertisements,openml_repeat0_fold0_sample0,shap,ok,,5,1,3113,2360,591,328,2,0,1,1,0.9891783444801995,0.10434202600001186,1.905467495559252,,,,0.9891783444801995,0.7757844410299467,0.21339390345025278,0.9898194781476173,0.601606690798935,0.9695121951219512,0.9094973789700894,0.13058930362312018
