task_id,dataset_name,split_name,method,status,error,explained_index,explained_order,n_features_transformed,n_train_fit,n_val,n_test,n_classes,true_label_encoded,pred_label_encoded,target_label_encoded,pred_target_probability,runtime_seconds,attr_l1_norm,evidence,lambda_hyb,exactness_residual,p0,deletion_auc,deletion_drop_auc,insertion_auc,combined_score,test_accuracy,test_balanced_accuracy,test_log_loss
29,credit-approval,openml_repeat0_fold0_sample0,diff_fpde,ok,,0,0,46,496,125,69,2,1,0,0,0.9946625728533164,0.004208305999995332,7.503652805327171,5.042135143070894,,-8.881784197001252e-16,0.9946625728533164,0.12387729013015758,0.8707852827231588,0.9293833320176955,0.9000843073704272,0.8840579710144928,0.882051282051282,0.3301570809849749
29,credit-approval,openml_repeat0_fold0_sample0,cos_fpde,ok,,0,0,46,496,125,69,2,1,0,0,0.9946625728533164,0.004155105999998909,1.4826334592874106,1.0446976923817546,,2.220446049250313e-16,0.9946625728533164,0.07900535783177043,0.915657215021546,0.9683455915255185,0.9420014032735322,0.8840579710144928,0.882051282051282,0.3301570809849749
29,credit-approval,openml_repeat0_fold0_sample0,hyb_fpde_grid,ok,,0,0,46,496,125,69,2,1,0,0,0.9946625728533164,0.006088258000005453,1.0000000000000002,0.704623038039261,0.0,-2.220446049250313e-16,0.9946625728533164,0.07900535783177043,0.915657215021546,0.9683455915255185,0.9420014032735322,0.8840579710144928,0.882051282051282,0.3301570809849749
29,credit-approval,openml_repeat0_fold0_sample0,shap,ok,,0,0,46,496,125,69,2,1,0,0,0.9946625728533164,0.12129420800000901,6.079025322701266,,,,0.9946625728533164,0.8629864811069343,0.13167609174638206,0.20543623059819946,0.16855616117229077,0.8840579710144928,0.882051282051282,0.3301570809849749
29,credit-approval,openml_repeat0_fold0_sample0,lime,ok,,0,0,46,496,125,69,2,1,0,0,0.9946625728533164,0.01258032999999159,0.7032717059231103,,,,0.9946625728533164,0.8593109233096962,0.13535164954362022,0.21769786054723264,0.17652475504542642,0.8840579710144928,0.882051282051282,0.3301570809849749
29,credit-approval,openml_repeat0_fold0_sample0,aime,ok,,0,0,46,496,125,69,2,1,0,0,0.9946625728533164,0.010539055999998936,7.455047710071251,,,,0.9946625728533164,0.08686845642066834,0.9077941164326481,0.9681356581468421,0.937964887289745,0.8840579710144928,0.882051282051282,0.3301570809849749
29,credit-approval,openml_repeat0_fold0_sample0,diff_fpde,ok,,1,1,46,496,125,69,2,1,1,1,0.9602424319451122,0.006178382999991072,6.964360902382673,6.149846706768149,,6.217248937900877e-15,0.9602424319451122,0.8033727742280004,0.1568696577171118,0.9674987738899932,0.5621842158035525,0.8840579710144928,0.882051282051282,0.3301570809849749
29,credit-approval,openml_repeat0_fold0_sample0,cos_fpde,ok,,1,1,46,496,125,69,2,1,1,1,0.9602424319451122,0.009282116999997925,1.41020726986774,1.2270802734941546,,2.220446049250313e-16,0.9602424319451122,0.8033727742280004,0.1568696577171118,0.9674987738899932,0.5621842158035525,0.8840579710144928,0.882051282051282,0.3301570809849749
29,credit-approval,openml_repeat0_fold0_sample0,hyb_fpde_grid,ok,,1,1,46,496,125,69,2,1,1,1,0.9602424319451122,0.008238173999998821,0.9999999999999999,0.8701417867525526,0.0,-2.220446049250313e-16,0.9602424319451122,0.8033727742280004,0.1568696577171118,0.9674987738899932,0.5621842158035525,0.8840579710144928,0.882051282051282,0.3301570809849749
29,credit-approval,openml_repeat0_fold0_sample0,shap,ok,,1,1,46,496,125,69,2,1,1,1,0.9602424319451122,0.035701711000001524,4.461131576705741,,,,0.9602424319451122,0.6753389348539742,0.28490349709113794,0.9844427464404459,0.6346731217657919,0.8840579710144928,0.882051282051282,0.3301570809849749
29,credit-approval,openml_repeat0_fold0_sample0,lime,ok,,1,1,46,496,125,69,2,1,1,1,0.9602424319451122,0.011210990999998671,0.666264907156317,,,,0.9602424319451122,0.9658275131627307,-0.0055850812176185816,0.8250524120152758,0.4097336653988286,0.8840579710144928,0.882051282051282,0.3301570809849749
29,credit-approval,openml_repeat0_fold0_sample0,aime,ok,,1,1,46,496,125,69,2,1,1,1,0.9602424319451122,0.011076290999994853,7.153636688581239,,,,0.9602424319451122,0.8135582857130972,0.14668414623201498,0.9592153485304343,0.5529497473812246,0.8840579710144928,0.882051282051282,0.3301570809849749
29,credit-approval,openml_repeat0_fold0_sample0,diff_fpde,ok,,2,2,46,496,125,69,2,1,0,0,0.5057407009518401,0.006207415999995192,6.456599389051987,-2.353611353456203,,-5.329070518200751e-15,0.5057407009518401,0.041834026229750326,0.4639066747220898,0.8855678031275588,0.6747372389248243,0.8840579710144928,0.882051282051282,0.3301570809849749
29,credit-approval,openml_repeat0_fold0_sample0,cos_fpde,ok,,2,2,46,496,125,69,2,1,0,0,0.5057407009518401,0.006054697999999803,1.3040647580836366,-0.40490715421758106,,0.0,0.5057407009518401,0.041834026229750326,0.4639066747220898,0.8855678031275588,0.6747372389248243,0.8840579710144928,0.882051282051282,0.3301570809849749
29,credit-approval,openml_repeat0_fold0_sample0,hyb_fpde_grid,ok,,2,2,46,496,125,69,2,1,0,0,0.5057407009518401,0.011438992999998732,1.0,-0.3104962017473769,0.0,-5.551115123125783e-17,0.5057407009518401,0.041834026229750326,0.4639066747220898,0.8855678031275588,0.6747372389248243,0.8840579710144928,0.882051282051282,0.3301570809849749
29,credit-approval,openml_repeat0_fold0_sample0,shap,ok,,2,2,46,496,125,69,2,1,0,0,0.5057407009518401,0.05774327499999288,4.9398940694684095,,,,0.5057407009518401,0.7834638265826204,-0.2777231256307803,0.09665243371521803,-0.09053534595778112,0.8840579710144928,0.882051282051282,0.3301570809849749
29,credit-approval,openml_repeat0_fold0_sample0,lime,ok,,2,2,46,496,125,69,2,1,0,0,0.5057407009518401,0.02122807700000351,0.7366899984010491,,,,0.5057407009518401,0.8151354909560115,-0.30939479000417136,0.10191946236984815,-0.1037376638171616,0.8840579710144928,0.882051282051282,0.3301570809849749
29,credit-approval,openml_repeat0_fold0_sample0,aime,ok,,2,2,46,496,125,69,2,1,0,0,0.5057407009518401,0.010993706999997244,7.159164313031342,,,,0.5057407009518401,0.042219362958584736,0.46352133799325534,0.8769091270976347,0.670215232545445,0.8840579710144928,0.882051282051282,0.3301570809849749
29,credit-approval,openml_repeat0_fold0_sample0,diff_fpde,ok,,3,3,46,496,125,69,2,1,0,0,0.5613838558210016,0.00628521299999818,7.367684352003016,-1.9617092874172277,,-2.6645352591003757e-15,0.5613838558210016,0.07452544761699793,0.48685840820400367,0.8514336731985965,0.6691460407013001,0.8840579710144928,0.882051282051282,0.3301570809849749
29,credit-approval,openml_repeat0_fold0_sample0,cos_fpde,ok,,3,3,46,496,125,69,2,1,0,0,0.5613838558210016,0.009183519000004026,1.3517166947284285,-0.29480175088557503,,5.551115123125783e-17,0.5613838558210016,0.07452544761699793,0.48685840820400367,0.8514336731985965,0.6691460407013001,0.8840579710144928,0.882051282051282,0.3301570809849749
29,credit-approval,openml_repeat0_fold0_sample0,hyb_fpde_grid,ok,,3,3,46,496,125,69,2,1,0,0,0.5613838558210016,0.0180306640000083,1.0,-0.21809433295843347,0.0,-2.7755575615628914e-17,0.5613838558210016,0.07452544761699793,0.48685840820400367,0.8514336731985965,0.6691460407013001,0.8840579710144928,0.882051282051282,0.3301570809849749
29,credit-approval,openml_repeat0_fold0_sample0,shap,ok,,3,3,46,496,125,69,2,1,0,0,0.5613838558210016,0.05383890499999211,5.894172582352515,,,,0.5613838558210016,0.8416492013530288,-0.2802653455320272,0.09802940103554357,-0.09111797224824181,0.8840579710144928,0.882051282051282,0.3301570809849749
29,credit-approval,openml_repeat0_fold0_sample0,lime,ok,,3,3,46,496,125,69,2,1,0,0,0.5613838558210016,0.028077643999992574,0.6830346119190106,,,,0.5613838558210016,0.8402788957852698,-0.27889503996426823,0.10084946730888178,-0.08902278632769323,0.8840579710144928,0.882051282051282,0.3301570809849749
29,credit-approval,openml_repeat0_fold0_sample0,aime,ok,,3,3,46,496,125,69,2,1,0,0,0.5613838558210016,0.0239923829999924,8.05723186208559,,,,0.5613838558210016,0.040760796498282306,0.5206230593227192,0.8947393736791942,0.7076812165009567,0.8840579710144928,0.882051282051282,0.3301570809849749
29,credit-approval,openml_repeat0_fold0_sample0,diff_fpde,ok,,4,4,46,496,125,69,2,1,1,1,0.9863972273827768,0.018077533999999673,6.883216186534683,4.444189476114414,,4.440892098500626e-15,0.9863972273827768,0.8460968993650617,0.14030032801771508,0.9718809541999434,0.5560906411088292,0.8840579710144928,0.882051282051282,0.3301570809849749
29,credit-approval,openml_repeat0_fold0_sample0,cos_fpde,ok,,4,4,46,496,125,69,2,1,1,1,0.9863972273827768,0.01700321700000984,1.3761182450138045,0.847043047602812,,1.1102230246251565e-16,0.9863972273827768,0.8460968993650617,0.14030032801771508,0.9718809541999434,0.5560906411088292,0.8840579710144928,0.882051282051282,0.3301570809849749
29,credit-approval,openml_repeat0_fold0_sample0,hyb_fpde_grid,ok,,4,4,46,496,125,69,2,1,1,1,0.9863972273827768,0.022965687000009893,1.0,0.6155307152361132,0.0,0.0,0.9863972273827768,0.8460968993650617,0.14030032801771508,0.9718809541999434,0.5560906411088292,0.8840579710144928,0.882051282051282,0.3301570809849749
29,credit-approval,openml_repeat0_fold0_sample0,shap,ok,,4,4,46,496,125,69,2,1,1,1,0.9863972273827768,0.03332189099999994,4.668678590385997,,,,0.9863972273827768,0.7722482160678146,0.21414901131496222,0.9870832414549965,0.6006161263849794,0.8840579710144928,0.882051282051282,0.3301570809849749
29,credit-approval,openml_repeat0_fold0_sample0,lime,ok,,4,4,46,496,125,69,2,1,1,1,0.9863972273827768,0.028635319000002823,0.7326619469770713,,,,0.9863972273827768,0.9673992530260913,0.018997974356685488,0.8243042336925588,0.42165110402462214,0.8840579710144928,0.882051282051282,0.3301570809849749
29,credit-approval,openml_repeat0_fold0_sample0,aime,ok,,4,4,46,496,125,69,2,1,1,1,0.9863972273827768,0.019985959999999636,7.183626507475037,,,,0.9863972273827768,0.8502702866691069,0.13612694071366993,0.9711849307537148,0.5536559357336923,0.8840579710144928,0.882051282051282,0.3301570809849749
