task_id,dataset_name,split_name,method,status,error,explained_index,explained_order,n_features_transformed,n_train_fit,n_val,n_test,n_classes,true_label_encoded,pred_label_encoded,target_label_encoded,pred_target_probability,runtime_seconds,attr_l1_norm,evidence,lambda_hyb,exactness_residual,p0,deletion_auc,deletion_drop_auc,insertion_auc,combined_score,test_accuracy,test_balanced_accuracy,test_log_loss
146819,climate-model-simulation-crashes,openml_repeat0_fold0_sample0,diff_fpde,ok,,0,0,18,388,98,54,2,1,1,1,0.999411766019216,0.004153623000007656,11.655533861637235,8.992559201141324,,-1.7763568394002505e-15,0.999411766019216,0.9986050849955311,0.0008066810236848632,0.9994012472604973,0.500103964142091,0.9629629629629629,0.75,0.18788577433927856
146819,climate-model-simulation-crashes,openml_repeat0_fold0_sample0,cos_fpde,ok,,0,0,18,388,98,54,2,1,1,1,0.999411766019216,0.004085876000004873,1.1997088357981514,0.7889239828261109,,1.1102230246251565e-16,0.999411766019216,0.9986050849955311,0.0008066810236848632,0.9994012472604973,0.500103964142091,0.9629629629629629,0.75,0.18788577433927856
146819,climate-model-simulation-crashes,openml_repeat0_fold0_sample0,hyb_fpde_grid,ok,,0,0,18,388,98,54,2,1,1,1,0.999411766019216,0.0062002540000065665,1.0,0.6689892895698508,0.1,-1.1102230246251565e-16,0.999411766019216,0.9986050849955311,0.0008066810236848632,0.9994012472604973,0.500103964142091,0.9629629629629629,0.75,0.18788577433927856
146819,climate-model-simulation-crashes,openml_repeat0_fold0_sample0,shap,ok,,0,0,18,388,98,54,2,1,1,1,0.999411766019216,0.1269900650000011,2.388491169858493,,,,0.999411766019216,0.9985281094764471,0.0008836565427688958,0.999401115080623,0.500142385811696,0.9629629629629629,0.75,0.18788577433927856
146819,climate-model-simulation-crashes,openml_repeat0_fold0_sample0,lime,ok,,0,0,18,388,98,54,2,1,1,1,0.999411766019216,0.01094675099999165,0.15258246765275055,,,,0.999411766019216,0.9993836525849118,2.811343430419999e-05,0.9992054224802992,0.4996167679573017,0.9629629629629629,0.75,0.18788577433927856
146819,climate-model-simulation-crashes,openml_repeat0_fold0_sample0,aime,ok,,0,0,18,388,98,54,2,1,1,1,0.999411766019216,0.005832980000008092,2.7323651119801586,,,,0.999411766019216,0.9986050849955311,0.0008066810236848632,0.9994012472604973,0.500103964142091,0.9629629629629629,0.75,0.18788577433927856
146819,climate-model-simulation-crashes,openml_repeat0_fold0_sample0,diff_fpde,ok,,1,1,18,388,98,54,2,1,1,1,0.9964828426598779,0.0041097109999981285,6.658752916002861,-1.8718324700575655,,3.774758283725532e-15,0.9964828426598779,0.9805716308855273,0.01591121177435051,0.9987491661317898,0.5073301889530701,0.9629629629629629,0.75,0.18788577433927856
146819,climate-model-simulation-crashes,openml_repeat0_fold0_sample0,cos_fpde,ok,,1,1,18,388,98,54,2,1,1,1,0.9964828426598779,0.004116984999996021,0.8201492936361668,-0.6008004097225542,,1.1102230246251565e-16,0.9964828426598779,0.9563390182216742,0.040143824438203635,0.9989418928601219,0.5195428586491628,0.9629629629629629,0.75,0.18788577433927856
146819,climate-model-simulation-crashes,openml_repeat0_fold0_sample0,hyb_fpde_grid,ok,,1,1,18,388,98,54,2,1,1,1,0.9964828426598779,0.00614992999999231,0.985143367302153,-0.6874059054155783,0.1,0.0,0.9964828426598779,0.9563390182216742,0.040143824438203635,0.9989418928601219,0.5195428586491628,0.9629629629629629,0.75,0.18788577433927856
146819,climate-model-simulation-crashes,openml_repeat0_fold0_sample0,shap,ok,,1,1,18,388,98,54,2,1,1,1,0.9964828426598779,0.031012668000002463,3.6409517901204773,,,,0.9964828426598779,0.9571590601660818,0.03932378249379609,0.9989499377299804,0.5191368601118882,0.9629629629629629,0.75,0.18788577433927856
